Brand,Model,Processor,RAM,Storage,GraphicsCard,ScreenSize,Price
"ASUS,ROG Strix G15 V30.8,AMD Ryzen 7 6800H,64 GB,2 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",839.97"
"Lenovo,Legion 5 V27.7,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",752.19"
"Lenovo,Legion 5 V13.7,AMD Ryzen 7 5800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1076.16"
"ASUS,ROG Strix G15 V23.1,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",931.12"
"Acer,Nitro 5 V47.7,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",708.03"
"Lenovo,Legion 5 V6.1,AMD Ryzen 7 5800H,32 GB,2 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",953.53"
"ASUS,ROG Strix G15 V40.3,AMD Ryzen 7 6800H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",705.78"
"Lenovo,Legion 5 V38.0,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1313.53"
"ASUS,ROG Strix G15 V19.9,AMD Ryzen 7 6800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",822.75"
"Acer,Nitro 5 V29.4,Intel Core i5-11400H,64 GB,2 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",714.69"
"Lenovo,Legion 5 V35.4,AMD Ryzen 7 5800H,8 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",878.12"
"Acer,Nitro 5 V29.7,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",783.56"
"Lenovo,Legion 5 V39.4,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",963.0"
"MSI,Katana GF66 V5.0,Intel Core i7-11800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",859.66"
"Acer,Nitro 5 V19.3,Intel Core i5-11400H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",811.72"
"HP,Victus 15 V19.6,AMD Ryzen 5 5600H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1023.69"
"HP,Victus 15 V16.1,AMD Ryzen 5 5600H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1032.19"
"MSI,Katana GF66 V10.4,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1320.06"
"MSI,Katana GF66 V27.7,Intel Core i7-11800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1027.12"
"Lenovo,Legion 5 V30.5,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",914.38"
"Acer,Nitro 5 V20.2,Intel Core i5-11400H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",671.78"
"ASUS,ROG Strix G15 V50.7,AMD Ryzen 7 6800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",823.91"
"Acer,Nitro 5 V29.0,Intel Core i5-11400H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",832.25"
"HP,Victus 15 V20.1,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1097.78"
"MSI,Katana GF66 V25.9,Intel Core i7-11800H,32 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1316.81"
"ASUS,ROG Strix G15 V34.2,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",980.19"
"MSI,Katana GF66 V6.9,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",562.72"
"Lenovo,Legion 5 V50.6,AMD Ryzen 7 5800H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",637.47"
"MSI,Katana GF66 V39.4,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1125.81"
"Acer,Nitro 5 V6.6,Intel Core i5-11400H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1377.03"
"HP,Victus 15 V16.0,AMD Ryzen 5 5600H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1035.38"
"Acer,Nitro 5 V43.1,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",956.81"
"Acer,Nitro 5 V35.3,Intel Core i5-11400H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1398.94"
"ASUS,ROG Strix G15 V27.2,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",956.94"
"MSI,Katana GF66 V50.5,Intel Core i7-11800H,32 GB,256 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1360.38"
"Lenovo,Legion 5 V7.1,AMD Ryzen 7 5800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",720.38"
"ASUS,ROG Strix G15 V25.7,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",654.06"
"MSI,Katana GF66 V35.1,Intel Core i7-11800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",950.56"
"Acer,Nitro 5 V21.4,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",603.47"
"HP,Victus 15 V3.8,AMD Ryzen 5 5600H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1231.62"
"Acer,Nitro 5 V5.4,Intel Core i5-11400H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",849.97"
"Lenovo,Legion 5 V27.7,AMD Ryzen 7 5800H,32 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",795.5"
"ASUS,ROG Strix G15 V33.4,AMD Ryzen 7 6800H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",847.53"
"Lenovo,Legion 5 V5.8,AMD Ryzen 7 5800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1215.06"
"Lenovo,Legion 5 V44.0,AMD Ryzen 7 5800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",772.69"
"Lenovo,Legion 5 V22.9,AMD Ryzen 7 5800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1188.78"
"Lenovo,Legion 5 V3.8,AMD Ryzen 7 5800H,64 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1357.09"
"Acer,Nitro 5 V15.0,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",846.91"
"MSI,Katana GF66 V6.4,Intel Core i7-11800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",991.5"
"Lenovo,Legion 5 V42.1,AMD Ryzen 7 5800H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1079.88"
"ASUS,ROG Strix G15 V1.3,AMD Ryzen 7 6800H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",840.31"
"HP,Victus 15 V19.3,AMD Ryzen 5 5600H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1056.81"
"HP,Victus 15 V45.7,AMD Ryzen 5 5600H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1026.03"
"MSI,Katana GF66 V41.3,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1398.0"
"ASUS,ROG Strix G15 V16.2,AMD Ryzen 7 6800H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",638.03"
"ASUS,ROG Strix G15 V12.5,AMD Ryzen 7 6800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1086.38"
"Lenovo,Legion 5 V7.8,AMD Ryzen 7 5800H,64 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1299.44"
"Acer,Nitro 5 V21.6,Intel Core i5-11400H,64 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",814.44"
"MSI,Katana GF66 V8.6,Intel Core i7-11800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",968.12"
"ASUS,ROG Strix G15 V48.8,AMD Ryzen 7 6800H,16 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1143.12"
"Acer,Nitro 5 V23.5,Intel Core i5-11400H,64 GB,512 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",606.59"
"MSI,Katana GF66 V20.5,Intel Core i7-11800H,64 GB,512 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1282.88"
"Acer,Nitro 5 V6.2,Intel Core i5-11400H,8 GB,512 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",829.81"
"HP,Victus 15 V2.1,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",572.59"
"MSI,Katana GF66 V44.8,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1143.84"
"Acer,Nitro 5 V15.6,Intel Core i5-11400H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",796.88"
"ASUS,ROG Strix G15 V1.4,AMD Ryzen 7 6800H,64 GB,1 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",842.0"
"Acer,Nitro 5 V6.0,Intel Core i5-11400H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1153.06"
"MSI,Katana GF66 V45.7,Intel Core i7-11800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",951.44"
"HP,Victus 15 V13.9,AMD Ryzen 5 5600H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",646.12"
"HP,Victus 15 V20.7,AMD Ryzen 5 5600H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",602.75"
"Lenovo,Legion 5 V48.4,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1195.78"
"Lenovo,Legion 5 V39.5,AMD Ryzen 7 5800H,8 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",644.5"
"ASUS,ROG Strix G15 V37.0,AMD Ryzen 7 6800H,32 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1122.62"
"MSI,Katana GF66 V37.3,Intel Core i7-11800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1219.53"
"ASUS,ROG Strix G15 V44.7,AMD Ryzen 7 6800H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1284.62"
"Lenovo,Legion 5 V38.6,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",905.5"
"HP,Victus 15 V29.7,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",916.94"
"Acer,Nitro 5 V3.3,Intel Core i5-11400H,32 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1335.69"
"HP,Victus 15 V19.7,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1401.81"
"Acer,Nitro 5 V25.9,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",969.44"
"HP,Victus 15 V10.8,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",765.91"
"ASUS,ROG Strix G15 V11.3,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1087.62"
"MSI,Katana GF66 V9.7,Intel Core i7-11800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1327.69"
"HP,Victus 15 V32.2,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",850.28"
"MSI,Katana GF66 V47.7,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1274.06"
"ASUS,ROG Strix G15 V14.6,AMD Ryzen 7 6800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1148.47"
"ASUS,ROG Strix G15 V14.5,AMD Ryzen 7 6800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",881.78"
"Acer,Nitro 5 V14.1,Intel Core i5-11400H,64 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1025.28"
"HP,Victus 15 V47.2,AMD Ryzen 5 5600H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",840.09"
"Lenovo,Legion 5 V46.8,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",675.75"
"HP,Victus 15 V23.8,AMD Ryzen 5 5600H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1025.31"
"HP,Victus 15 V46.8,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",731.91"
"HP,Victus 15 V4.2,AMD Ryzen 5 5600H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1384.0"
"MSI,Katana GF66 V21.3,Intel Core i7-11800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",876.84"
"Acer,Nitro 5 V10.3,Intel Core i5-11400H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",771.0"
"MSI,Katana GF66 V30.4,Intel Core i7-11800H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",806.34"
"ASUS,ROG Strix G15 V12.6,AMD Ryzen 7 6800H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",607.12"
"Lenovo,Legion 5 V39.8,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1279.81"
"Lenovo,Legion 5 V49.5,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",885.12"
"HP,Victus 15 V41.6,AMD Ryzen 5 5600H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1370.62"
"Lenovo,Legion 5 V14.7,AMD Ryzen 7 5800H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",566.12"
"HP,Victus 15 V23.4,AMD Ryzen 5 5600H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",949.34"
"Lenovo,Legion 5 V46.6,AMD Ryzen 7 5800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1195.59"
"Lenovo,Legion 5 V1.1,AMD Ryzen 7 5800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",635.09"
"MSI,Katana GF66 V27.3,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",984.53"
"ASUS,ROG Strix G15 V13.6,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1366.38"
"ASUS,ROG Strix G15 V37.1,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1383.66"
"Acer,Nitro 5 V23.4,Intel Core i5-11400H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",714.06"
"Lenovo,Legion 5 V3.4,AMD Ryzen 7 5800H,64 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1180.28"
"Acer,Nitro 5 V25.3,Intel Core i5-11400H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",964.19"
"MSI,Katana GF66 V43.8,Intel Core i7-11800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1063.97"
"MSI,Katana GF66 V26.3,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1234.78"
"Acer,Nitro 5 V38.7,Intel Core i5-11400H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1012.38"
"MSI,Katana GF66 V18.5,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1214.03"
"Lenovo,Legion 5 V49.4,AMD Ryzen 7 5800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",712.03"
"Acer,Nitro 5 V4.4,Intel Core i5-11400H,64 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1128.94"
"ASUS,ROG Strix G15 V6.3,AMD Ryzen 7 6800H,64 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",948.84"
"ASUS,ROG Strix G15 V15.1,AMD Ryzen 7 6800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",955.31"
"MSI,Katana GF66 V15.2,Intel Core i7-11800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",850.28"
"Acer,Nitro 5 V50.5,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",711.59"
"MSI,Katana GF66 V2.0,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",780.28"
"Lenovo,Legion 5 V26.6,AMD Ryzen 7 5800H,32 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1373.78"
"Acer,Nitro 5 V49.6,Intel Core i5-11400H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",687.19"
"Lenovo,Legion 5 V37.0,AMD Ryzen 7 5800H,64 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1084.16"
"Lenovo,Legion 5 V10.9,AMD Ryzen 7 5800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",889.47"
"HP,Victus 15 V36.0,AMD Ryzen 5 5600H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",705.06"
"MSI,Katana GF66 V4.1,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",587.25"
"MSI,Katana GF66 V37.2,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",1124.81"
"Acer,Nitro 5 V14.0,Intel Core i5-11400H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1295.22"
"ASUS,ROG Strix G15 V1.6,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",639.25"
"ASUS,ROG Strix G15 V5.9,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1055.91"
"Acer,Nitro 5 V7.0,Intel Core i5-11400H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",1159.06"
"Lenovo,Legion 5 V18.2,AMD Ryzen 7 5800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1148.5"
"Lenovo,Legion 5 V46.9,AMD Ryzen 7 5800H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1302.75"
"Acer,Nitro 5 V8.1,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",708.5"
"MSI,Katana GF66 V36.6,Intel Core i7-11800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",702.66"
"ASUS,ROG Strix G15 V38.1,AMD Ryzen 7 6800H,64 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1073.06"
"Lenovo,Legion 5 V23.6,AMD Ryzen 7 5800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1227.34"
"Acer,Nitro 5 V45.3,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",706.22"
"Acer,Nitro 5 V21.7,Intel Core i5-11400H,64 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1118.22"
"Acer,Nitro 5 V25.2,Intel Core i5-11400H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1097.91"
"ASUS,ROG Strix G15 V45.9,AMD Ryzen 7 6800H,8 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",651.91"
"Acer,Nitro 5 V36.6,Intel Core i5-11400H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",803.44"
"HP,Victus 15 V8.3,AMD Ryzen 5 5600H,16 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",569.38"
"ASUS,ROG Strix G15 V10.3,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1356.25"
"ASUS,ROG Strix G15 V38.4,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1179.69"
"MSI,Katana GF66 V6.3,Intel Core i7-11800H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1351.56"
"Acer,Nitro 5 V23.9,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1152.0"
"HP,Victus 15 V1.7,AMD Ryzen 5 5600H,16 GB,1 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1112.94"
"ASUS,ROG Strix G15 V47.8,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1001.84"
"ASUS,ROG Strix G15 V43.0,AMD Ryzen 7 6800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1207.31"
"ASUS,ROG Strix G15 V1.6,AMD Ryzen 7 6800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",722.06"
"Lenovo,Legion 5 V41.5,AMD Ryzen 7 5800H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1174.0"
"Acer,Nitro 5 V16.2,Intel Core i5-11400H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1155.62"
"Lenovo,Legion 5 V25.8,AMD Ryzen 7 5800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",640.5"
"Lenovo,Legion 5 V24.1,AMD Ryzen 7 5800H,16 GB,256 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",738.09"
"ASUS,ROG Strix G15 V3.4,AMD Ryzen 7 6800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",699.84"
"HP,Victus 15 V32.5,AMD Ryzen 5 5600H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",626.66"
"Acer,Nitro 5 V18.2,Intel Core i5-11400H,32 GB,256 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",944.31"
"Acer,Nitro 5 V39.3,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1118.47"
"Lenovo,Legion 5 V13.6,AMD Ryzen 7 5800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1106.19"
"MSI,Katana GF66 V9.6,Intel Core i7-11800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",971.12"
"ASUS,ROG Strix G15 V2.4,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1361.16"
"ASUS,ROG Strix G15 V19.9,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1009.97"
"HP,Victus 15 V11.2,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1041.88"
"ASUS,ROG Strix G15 V13.5,AMD Ryzen 7 6800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",920.97"
"HP,Victus 15 V1.9,AMD Ryzen 5 5600H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",603.59"
"ASUS,ROG Strix G15 V20.8,AMD Ryzen 7 6800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",567.81"
"MSI,Katana GF66 V34.6,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1303.12"
"MSI,Katana GF66 V21.5,Intel Core i7-11800H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1127.53"
"ASUS,ROG Strix G15 V45.3,AMD Ryzen 7 6800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1144.41"
"Acer,Nitro 5 V44.3,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1070.97"
"Acer,Nitro 5 V34.0,Intel Core i5-11400H,64 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",674.09"
"MSI,Katana GF66 V28.4,Intel Core i7-11800H,16 GB,1 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",742.31"
"Acer,Nitro 5 V10.1,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1040.97"
"ASUS,ROG Strix G15 V43.3,AMD Ryzen 7 6800H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1075.72"
"ASUS,ROG Strix G15 V47.3,AMD Ryzen 7 6800H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",903.06"
"ASUS,ROG Strix G15 V40.4,AMD Ryzen 7 6800H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1392.44"
"MSI,Katana GF66 V48.0,Intel Core i7-11800H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",781.03"
